DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P6160;P8586;P6218;P8587;P8587S1;P6211;P5455;P1088;P1088S1;P6216;P5457;P5673;P5674;P6223;P1101;P5461;P5461S1;P5461S2;P5461S3;P4693;P6167;P6180;P6180S1;P6180S2;P8610;P8610S1;P8610S2;P6229;P6229S1;P8612;P8612S1;P8612S2;P6238;P8614;P8614S1;P8614S2;P6202;P781;P781S1;P781S2;P782;P783;LLAVEHOG;FEX_C
6001625;4;1;4;1;2;2;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016251;1921,2766794661
6001625;5;1;5;1;2;9;9;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016251;1921,2766794661
6001626;1;1;1;2;2; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016261;1735,77067314977
6001626;2;1;2;2;2; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016261;1735,77067314977
6001627;1;1;1;1;2;3;5;11; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016271;1804,20738237682
6001627;2;1;2;1;2;2;7;3;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016271;1804,20738237682
6001628;1;1;1;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016281;1663,18633383952
6001628;2;1;2;1;1; ; ; ; ; ;4;10; ;1;1; ;1;1; ;2;2;2;2;20;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ;2;30;3;60016281;1663,18633383952
6001628;3;1;3;1;2;5;5;10; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016281;1663,18633383952
6001629;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016291;1924,76835163391
6001629;2;1;2;1;2; ;4;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016291;1924,76835163391
6001629;3;1;3;1;1; ; ; ; ; ;3;7; ; ;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60016291;1924,76835163391
6001630;1;1;1;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016301;1662,28820240702
6001630;2;1;2;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016301;1662,28820240702
6001630;3;1;3;1;2;9;4;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016301;1662,28820240702
6001630;4;1;4;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016301;1662,28820240702
6001630;5;1;5;1;1; ; ; ; ; ;2;4; ; ;1; ;1;1; ;2;2;2;4;5;1;0;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60016301;1662,28820240702
6001631;1;1;1;1;2; ;7;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016311;1726,73220423567
6001631;2;1;2;1;2; ;4;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016311;1726,73220423567
6001631;3;1;3;1;1; ; ; ; ; ;2;5; ; ;1; ;1;1; ;2;2;2;4;5;1;0;400;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60016311;1726,73220423567
6001632;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016321;1767,60645577955
6001632;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016321;1767,60645577955
6001661;1;1;1;1;1; ; ; ; ; ;7;1;3;4;2; ;1; ; ; ; ; ;6;5;2; ; ;2; ; ; ; ;1;300000;3;1;2; ; ; ; ; ; ; ; ;60016611;1735,77067314977
6001661;2;1;2;1;2;9;11;6;6;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016611;1735,77067314977
6001662;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016621;2152,83102743562
6001662;2;1;2;1;2; ;4;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016621;2152,83102743562
6001662;3;1;3;1;2;10;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016621;2152,83102743562
6001662;4;1;4;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016621;2152,83102743562
6001662;5;1;5;1;2;3;5;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016621;2152,83102743562
6001663;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016631;1648,72790446395
6001664;1;1;1;1;2; ;4;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016641;1726,73220423567
6001664;2;1;2;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016641;1726,73220423567
6001664;3;1;3;1;1; ; ; ; ; ;3;6; ; ;1; ;1;1; ;2;2;2;4;20;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60016641;1726,73220423567
6001665;1;1;1;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016651;1735,77067314977
6001665;2;1;2;2;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016651;1735,77067314977
6001666;1;1;1;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016661;2173,16427043099
6001666;2;1;2;1;2;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016661;2173,16427043099
6001666;3;1;3;2;2;12;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;60016661;2173,16427043099
6001666;4;1;4;1;1; ; ; ; ; ;2;5; ; ;1; ;1;1; ;2;2;2;4;7;1;0;1000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60016661;2173,16427043099
6001666;5;1;5;1;1; ; ; ; ; ;2;4; ; ;1; ;1;1; ;2;2;2;4;5;1;0;1000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60016661;2173,16427043099
6001668;1;1;1;1;2;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016681;1804,20738237682
6001668;2;1;2;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016681;1804,20738237682
6001668;3;1;3;1;1; ; ; ; ; ;2;3; ; ;1; ;1;2; ;2;2;2;4;30;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60016681;1804,20738237682
6001669;1;1;1;1;2;4;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;60016691;1770,64787751602
6001670;1;1;1;1;2;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016701;1683,5195768349
6001670;2;1;2;1;1; ; ; ; ; ;2;2; ; ;1; ;1;2; ;2;2;2;4;15;1;0;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60016701;1683,5195768349
6001670;4;1;4;1;2;5;4;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;60016701;1683,5195768349
6001671;1;1;1;1;2;5;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016711;1717,69373532157
6001671;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016711;1717,69373532157
6001671;3;1;3;1;1; ; ; ; ; ;2;2; ; ;1; ;1;1; ;2;2;2;4;15;1;0;2500;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ;2;46;2;60016711;1717,69373532157
6001672;1;1;1;1;2; ;4;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016721;1717,69373532157
6001672;2;1;2;1;2; ;4;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016721;1717,69373532157
6001672;3;1;3;2;2;13;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;60016721;1717,69373532157
6001672;4;1;4;1;2;16;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;60016721;1717,69373532157
6001673;1;1;1;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016731;1863,60562268976
6001673;2;1;2;2;2;5;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016731;1863,60562268976
6001673;3;1;3;1;1; ; ; ; ; ;2;3; ; ;1; ;1;1; ;2;2;2;4;5;1;0;1500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60016731;1863,60562268976
6001673;4;1;4;2;1; ; ; ; ; ;2;1; ; ;1; ;1;1; ;2;2;2;4;5;1;0;1500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60016731;1863,60562268976
6001679;1;1;1;1;2; ;7;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016791;1829,57245331743
6001679;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016791;1829,57245331743
6001682;1;1;1;1;2;3;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016821;1901,70751121093
6001682;2;1;2;1;2;3;7;3;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016821;1901,70751121093
6001684;1;1;1;1;2;2;7;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016841;1901,70751121093
6001684;2;1;2;1;2;2;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016841;1901,70751121093
6001685;1;1;1;1;1; ; ; ; ; ;4;10; ;1;1; ;1;3; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60016851;1711,88953939036
6001685;2;1;2;1;1; ; ; ; ; ;7;2;1;1;2; ;1; ; ; ; ; ;3;50;2; ; ;1;5500000;3;3;1;1;1050000;3;3;2; ; ; ;1;1; ; ; ;60016851;1711,88953939036
6001686;1;1;1;1;2; ;13;2;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016861;1708,3444393091
6001686;2;1;2;1;2; ;7;3;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016861;1708,3444393091
6001686;3;1;3;1;1; ; ; ; ; ;7;1;0;1;1; ;1; ; ; ; ; ;3;90;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60016861;1708,3444393091
6001686;4;1;4;1;1; ; ; ; ; ;3;8; ; ;2;2;1;1; ;1;1;1;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60016861;1708,3444393091
6001687;1;1;1;1;2; ;11;6;6;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016871;1636,34307198683
6001687;2;1;2;1;2; ;7;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016871;1636,34307198683
6001687;3;1;3;1;2;9;11;5;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016871;1636,34307198683
6001689;1;1;1;1;2;2;7;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016891;2137,68068726965
6001689;2;1;2;1;2;4;5;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016891;2137,68068726965
6001690;1;1;1;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016901;1650,26951829162
6001690;2;1;2;1;2; ;9;3;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016901;1650,26951829162
6001690;3;1;3;1;2; ;7;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016901;1650,26951829162
6001690;4;1;4;1;2;3;7;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016901;1650,26951829162
6001690;5;1;5;1;1; ; ; ; ; ;3;9; ; ;1; ;1;1; ;2;2;2;6;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;3; ; ; ;60016901;1650,26951829162
6001694;1;1;1;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016941;1496,40055342623
6001694;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016941;1496,40055342623
6001694;3;1;3;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016941;1496,40055342623
6001694;4;1;4;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016941;1496,40055342623
6001699;1;1;1;1;2; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60016991;1937,03704949532
6001699;2;1;2;1;1; ; ; ; ; ;7;1;1;1;1; ;1; ; ; ; ; ;4;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60016991;1937,03704949532
6001705;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017051;2227,60438640967
6001705;2;1;2;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017051;2227,60438640967
6001707;1;1;1;1;2; ;5;11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017071;3018,74560591083
6001707;2;1;2;1;1; ; ; ; ; ;7;1;1;1;1; ;1; ; ; ; ; ;5;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60017071;3018,74560591083
6001707;3;1;3;1;1; ; ; ; ; ;3;7; ; ;1; ;1;2; ;2;2;2;1;7;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60017071;3018,74560591083
6001707;4;1;4;1;1; ; ; ; ; ;2;4; ; ;2;2;1;1; ;1;1;1;1;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60017071;3018,74560591083
6001708;1;1;1;1;2; ;13;2;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017081;3016,18811450897
6001708;2;1;2;1;2; ;13;2;11;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017081;3016,18811450897
6001708;3;1;3;1;1; ; ; ; ; ;3;9; ; ;2;2;1;1; ;1;1;1;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60017081;3016,18811450897
6001708;4;1;4;1;1; ; ; ; ; ;2;2; ; ;2;2;1;1; ;1;1;1;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60017081;3016,18811450897
6001708;5;1;5;1;1; ; ; ; ; ;1;3; ; ;2;2;1;1; ;1;1;1;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60017081;3016,18811450897
6001709;1;1;1;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017091;2459,30880432316
6001709;2;1;2;1;2;2;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017091;2459,30880432316
6001709;3;1;3;1;1; ; ; ; ; ;3;7; ; ;1; ;1;2; ;2;2;2;3;15;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60017091;2459,30880432316
6001709;4;1;4;1;1; ; ; ; ; ;2;5; ; ;1; ;1;1; ;2;2;2;1;15;1;0;2500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60017091;2459,30880432316
6001709;5;1;5;1;1; ; ; ; ; ;2;3; ; ;1; ;1;1; ;2;2;2;1;15;1;0;3500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60017091;2459,30880432316
6001709;6;1;6;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017091;2459,30880432316
6001710;1;1;1;1;2;2;10;5;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017101;2624,85477403654
6001710;2;1;2;1;2;9;7;2;12;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017101;2624,85477403654
6001710;3;1;3;1;1; ; ; ; ; ;1;2; ; ;2;2;1;1; ;1;1;1;4;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60017101;2624,85477403654
6001711;1;1;1;1;1; ; ; ; ; ;6;1;5;3;1; ;1; ; ; ; ; ;1;15;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60017111;2638,59440790737
6001711;2;1;2;1;2;7;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017111;2638,59440790737
6001712;1;1;1;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017121;2415,68870667246
6001713;1;1;1;1;2;2;5;11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017131;2638,59440790737
6001713;2;1;2;1;2;2;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017131;2638,59440790737
6001714;1;1;1;1;2; ;5;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017141;3392,41780775358
6001714;2;1;2;1;1; ; ; ; ; ;7;1;1;1;1; ;1; ; ; ; ; ;1;15;2; ; ;1;540000;3;3;2;2; ; ; ;2; ; ; ; ; ; ; ; ;60017141;3392,41780775358
6001714;3;1;3;1;1; ; ; ; ; ;3;8; ; ;1; ;1;1; ;2;2;2;1;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60017141;3392,41780775358
6001714;4;1;4;1;1; ; ; ; ; ;2;3; ; ;1; ;1;1; ;2;2;2;1;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60017141;3392,41780775358
6001714;6;1;6;1;1; ; ; ; ; ;4;11; ;1;1; ;1;1; ;2;2;2;4;10;1;0;3000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60017141;3392,41780775358
6001715;1;1;1;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017151;2686,98888726901
6001715;2;1;2;1;2;11;5;10; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017151;2686,98888726901
6001716;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017161;2638,59440790737
6001716;2;1;2;1;2;9;5;11; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017161;2638,59440790737
6001717;1;1;1;1;2;4;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017171;2764,60566765671
6001717;2;1;2;1;2;2;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017171;2764,60566765671
6001717;3;1;3;1;1; ; ; ; ; ;3;7; ; ;1; ;1;1; ;2;2;2;1;5;1;0;1500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60017171;2764,60566765671
6001717;4;1;4;1;1; ; ; ; ; ;3;6; ; ;1; ;1;1; ;2;2;2;1;5;1;0;1500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60017171;2764,60566765671
6001717;5;1;5;1;1; ; ; ; ; ;2;3; ; ;1; ;1;2; ;2;2;2;1;5;1;0;1500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60017171;2764,60566765671
6001718;1;1;1;1;2; ;4;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017181;2764,60566765671
6001718;2;1;2;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60017181;2764,60566765671
6001718;3;1;3;1;2;4;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;60017181;2764,60566765671
6001718;5;1;5;1;1; ; ; ; ; ;4;11; ;1;2;2;1;5; ;1;1;1;4;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60017181;2764,60566765671
